County,State,Cases,Deaths,Recovered
Baldwin,Alabama,3,0,0
Calhoun,Alabama,2,0,0
Chambers,Alabama,3,0,0
Cullman,Alabama,2,0,0
Elmore,Alabama,8,0,0
Franklin,Alabama,1,0,0
Houston,Alabama,1,0,0
Jackson,Alabama,1,0,0
Jefferson,Alabama,90,0,0
Lamar,Alabama,1,0,0
Lauderdale,Alabama,3,0,0
Lee,Alabama,21,0,0
Limestone,Alabama,2,0,0
Madison,Alabama,21,0,0
Marion,Alabama,1,0,0
Mobile,Alabama,3,0,0
Montgomery,Alabama,8,0,0
Morgan,Alabama,1,0,0
Shelby,Alabama,24,0,0
St. Clair,Alabama,4,0,0
Talladega,Alabama,1,0,0
Tallapoosa,Alabama,1,0,0
Tuscaloosa,Alabama,9,0,0
Walker,Alabama,3,0,0
Washington,Alabama,1,0,0
Anchorage,Alaska,17,0,0
Gulf Coast,Alaska,3,0,0
Interior,Alaska,7,0,0
Mat-Su,Alaska,2,0,0
Northern,Alaska,0,0,0
Southeast,Alaska,7,0,0
Southwest,Alaska,0,0,0
Missing County Info,Arkansas,3,0,0
Howard,Arkansas,0,0,0
Pulaski,Arkansas,64,0,1
Lonoke,Arkansas,0,0,0
Prairie,Arkansas,0,0,0
Desha,Arkansas,2,0,0
Phillips,Arkansas,0,0,0
Searcy,Arkansas,2,0,0
Independence,Arkansas,3,0,0
Jackson,Arkansas,0,0,0
Mississippi,Arkansas,0,0,0
Greene,Arkansas,3,0,1
Clay,Arkansas,0,0,0
Randolph,Arkansas,0,0,0
Lawrence,Arkansas,1,0,0
Baxter,Arkansas,0,0,0
Marion,Arkansas,0,0,0
Perry,Arkansas,0,0,0
Jefferson,Arkansas,21,0,0
Washington,Arkansas,5,0,1
Crawford,Arkansas,1,0,0
Little River,Arkansas,0,0,0
Miller,Arkansas,0,0,0
Lafayette,Arkansas,0,0,0
Columbia,Arkansas,1,0,0
Union,Arkansas,1,0,0
Ashley,Arkansas,0,0,0
Chicot,Arkansas,0,0,0
Benton,Arkansas,2,0,0
Carroll,Arkansas,0,0,0
Madison,Arkansas,0,0,0
Sebastian,Arkansas,1,0,0
Polk,Arkansas,2,0,0
Sevier,Arkansas,1,0,1
Garland,Arkansas,10,0,0
Saline,Arkansas,4,0,0
Franklin,Arkansas,0,0,0
Scott,Arkansas,0,0,0
Logan,Arkansas,0,0,0
Yell,Arkansas,0,0,0
Montgomery,Arkansas,0,0,0
Pike,Arkansas,1,0,0
Hempstead,Arkansas,1,0,0
Drew,Arkansas,0,0,0
Bradley,Arkansas,4,0,0
Calhoun,Arkansas,0,0,0
Ouachita,Arkansas,0,0,0
Nevada,Arkansas,0,0,0
Clark,Arkansas,6,0,1
Dallas,Arkansas,0,0,0
Cleveland,Arkansas,3,0,0
Lincoln,Arkansas,2,0,0
Arkansas,Arkansas,0,0,0
Grant,Arkansas,3,0,0
Monroe,Arkansas,0,0,0
Lee,Arkansas,0,0,0
Hot Spring,Arkansas,0,0,0
St. Francis,Arkansas,0,0,0
Crittenden,Arkansas,3,0,1
Cross,Arkansas,1,0,0
Woodruff,Arkansas,1,0,0
White,Arkansas,3,0,0
Faulkner,Arkansas,14,0,1
Conway,Arkansas,1,0,0
Newton,Arkansas,0,0,0
Pope,Arkansas,2,0,0
Johnson,Arkansas,0,0,0
Van Buren,Arkansas,5,0,0
Cleburne,Arkansas,32,0,0
Poinsett,Arkansas,3,0,0
Craighead,Arkansas,3,0,0
Sharp,Arkansas,0,0,0
Izard,Arkansas,0,0,0
Fulton,Arkansas,0,0,0
Stone,Arkansas,2,0,0
Boone,Arkansas,1,0,0
New Castle,Delaware,60,0,0
Kent,Delaware,9,0,0
Pea Patch,Delaware,0,0,0
Sussex,Delaware,22,0,0
Reedy Island,Delaware,0,0,0
DE/NJ,Delaware,0,0,0
Fulton,Georgia,184,0,0
Dekalb,Georgia,94,0,0
Dougherty,Georgia,90,0,0
Cobb,Georgia,86,0,0
Bartow,Georgia,75,0,0
Gwinnett,Georgia,45,0,0
Cherokee,Georgia,28,0,0
Carroll,Georgia,26,0,0
Clayton,Georgia,21,0,0
Lee,Georgia,20,0,0
Clarke,Georgia,16,0,0
Hall,Georgia,14,0,0
Henry,Georgia,13,0,0
Fayette,Georgia,12,0,0
Douglas,Georgia,11,0,0
Floyd,Georgia,11,0,0
Richmond,Georgia,11,0,0
Coweta,Georgia,10,0,0
Lowndes,Georgia,10,0,0
Forsyth,Georgia,8,0,0
Polk,Georgia,8,0,0
Chatham,Georgia,7,0,0
Gordon,Georgia,7,0,0
Rockdale,Georgia,7,0,0
Paulding,Georgia,6,0,0
Troup,Georgia,6,0,0
Glynn,Georgia,5,0,0
Laurens,Georgia,5,0,0
Newton,Georgia,5,0,0
Oconee,Georgia,5,0,0
Spalding,Georgia,5,0,0
Bibb,Georgia,4,0,0
Columbia,Georgia,4,0,0
Pickens,Georgia,4,0,0
Worth,Georgia,4,0,0
Crisp,Georgia,3,0,0
Houston,Georgia,3,0,0
Lamar,Georgia,3,0,0
Lumpkin,Georgia,3,0,0
Mitchell,Georgia,3,0,0
Monroe,Georgia,3,0,0
Muscogee,Georgia,3,0,0
Peach,Georgia,3,0,0
Terrell,Georgia,3,0,0
Baker,Georgia,2,0,0
Baldwin,Georgia,2,0,0
Bryan,Georgia,2,0,0
Butts,Georgia,2,0,0
Coffee,Georgia,2,0,0
Early,Georgia,2,0,0
Effingham,Georgia,2,0,0
Sumter,Georgia,2,0,0
Tift,Georgia,2,0,0
Whitfield,Georgia,2,0,0
Barrow,Georgia,1,0,0
Ben Hill,Georgia,1,0,0
Burke,Georgia,1,0,0
Camden,Georgia,1,0,0
Catoosa,Georgia,1,0,0
Charlton,Georgia,1,0,0
Chattooga,Georgia,1,0,0
Clinch,Georgia,1,0,0
Colquitt,Georgia,1,0,0
Dawson,Georgia,1,0,0
Greene,Georgia,1,0,0
Harris,Georgia,1,0,0
Heard,Georgia,1,0,0
Irwin,Georgia,1,0,0
Jasper,Georgia,1,0,0
Liberty,Georgia,1,0,0
Lincoln,Georgia,1,0,0
Macon,Georgia,1,0,0
Madison,Georgia,1,0,0
Meriwether,Georgia,1,0,0
Miller,Georgia,1,0,0
Morgan,Georgia,1,0,0
Pierce,Georgia,1,0,0
Pulaski,Georgia,1,0,0
Randolph,Georgia,1,0,0
Stephens,Georgia,1,0,0
Tattnall,Georgia,1,0,0
Turner,Georgia,1,0,0
Twiggs,Georgia,1,0,0
Walton,Georgia,1,0,0
Washington,Georgia,1,0,0
Unknown,Georgia,81,0,0
Hawaii,Hawaii,5,0,0
Honolulu,Hawaii,53,0,0
Kauai,Hawaii,3,0,0
Maui,Hawaii,11,0,0
Pending,Hawaii,5,0,0
Kootenai,Idaho,3,0,0
Canyon,Idaho,4,0,0
Ada,Idaho,15,0,0
Valley,Idaho,1,0,0
Blaine,Idaho,21,0,0
Twin Falls,Idaho,1,0,0
Bingham,Idaho,1,0,0
Madison,Idaho,2,0,0
Teton,Idaho,2,0,0
DeKalb,Indiana,0,0,0
Boone,Indiana,3,0,0
Tippecanoe,Indiana,3,0,0
Johnson,Indiana,18,3,0
Elkhart,Indiana,4,0,0
Adams,Indiana,1,0,0
Noble,Indiana,1,0,0
Madison,Indiana,3,0,0
St Joseph,Indiana,15,0,0
Jackson,Indiana,1,0,0
Vander.,Indiana,1,0,0
Grant,Indiana,3,0,0
Porter,Indiana,1,0,0
Marion,Indiana,161,6,0
Hamilton,Indiana,25,0,0
Lake,Indiana,17,0,0
Morgan,Indiana,3,0,0
Hendricks,Indiana,13,0,0
LaPorte,Indiana,2,0,0
Floyd,Indiana,6,0,0
Shelby,Indiana,1,0,0
Allen,Indiana,7,1,0
Tipton,Indiana,2,0,0
Rush,Indiana,0,0,0
Orange,Indiana,0,0,0
Crawford,Indiana,0,0,0
Owen,Indiana,2,0,0
Fountain,Indiana,0,0,0
Decatur,Indiana,6,0,0
Fulton,Indiana,0,0,0
LaGrange,Indiana,0,0,0
Knox,Indiana,0,0,0
Monroe,Indiana,3,0,0
Cass,Indiana,0,0,0
Randolph,Indiana,0,0,0
Martin,Indiana,0,0,0
Washington,Indiana,2,0,0
Parke,Indiana,0,0,0
Kosciusko,Indiana,0,0,0
Wayne,Indiana,0,0,0
Montgomery,Indiana,1,0,0
Hancock,Indiana,4,0,0
Vigo,Indiana,3,0,0
Jefferson,Indiana,0,0,0
Huntington,Indiana,0,0,0
Harrison,Indiana,1,0,0
Wabash,Indiana,0,0,0
Delaware,Indiana,4,1,0
Posey,Indiana,0,0,0
Spencer,Indiana,0,0,0
Ohio,Indiana,1,0,0
Carroll,Indiana,0,0,0
Warren,Indiana,0,0,0
Franklin,Indiana,7,0,0
Pulaski,Indiana,0,0,0
Jay,Indiana,0,0,0
Wells,Indiana,1,0,0
Marshall,Indiana,0,0,0
