County,State,Cases,Deaths,Recovered
Autauga,Alabama,17,1,0
Baldwin,Alabama,59,0,0
Barbour,Alabama,7,0,0
Bibb,Alabama,10,0,0
Blount,Alabama,11,0,0
Bullock,Alabama,4,0,0
Butler,Alabama,3,0,0
Calhoun,Alabama,54,0,0
Chambers,Alabama,159,8,0
Cherokee,Alabama,7,0,0
Chilton,Alabama,25,0,0
Choctaw,Alabama,6,0,0
Clarke,Alabama,13,0,0
Clay,Alabama,11,0,0
Cleburne,Alabama,12,0,0
Coffee,Alabama,14,0,0
Colbert,Alabama,8,0,0
Conecuh,Alabama,3,0,0
Coosa,Alabama,10,0,0
Covington,Alabama,10,0,0
Crenshaw,Alabama,2,0,0
Cullman,Alabama,27,0,0
Dale,Alabama,6,0,0
Dallas,Alabama,10,0,0
DeKalb,Alabama,16,0,0
Elmore,Alabama,29,0,0
Escambia,Alabama,5,0,0
Etowah,Alabama,52,4,0
Fayette,Alabama,1,0,0
Franklin,Alabama,8,0,0
Geneva,Alabama,0,0,0
Greene,Alabama,13,0,0
Hale,Alabama,7,0,0
Henry,Alabama,7,0,0
Houston,Alabama,33,0,0
Jackson,Alabama,22,1,0
Jefferson,Alabama,523,6,0
Lamar,Alabama,7,0,0
Lauderdale,Alabama,20,1,0
Lawrence,Alabama,8,0,0
Lee,Alabama,205,4,0
Limestone,Alabama,35,0,0
Lowndes,Alabama,12,0,0
Macon,Alabama,9,1,0
Madison,Alabama,173,2,0
Marengo,Alabama,14,1,0
Marion,Alabama,33,2,0
Marshall,Alabama,63,1,0
Mobile,Alabama,319,7,0
Monroe,Alabama,6,0,0
Montgomery,Alabama,90,1,0
Morgan,Alabama,36,0,0
Perry,Alabama,2,0,0
Pickens,Alabama,18,0,0
Pike,Alabama,18,0,0
Randolph,Alabama,19,1,0
Russell,Alabama,17,0,0
Shelby,Alabama,183,5,0
St. Clair,Alabama,37,0,0
Sumter,Alabama,17,0,0
Talladega,Alabama,29,0,0
Tallapoosa,Alabama,47,1,0
Tuscaloosa,Alabama,86,0,0
Walker,Alabama,72,0,0
Washington,Alabama,11,1,0
Wilcox,Alabama,17,0,0
Winston,Alabama,3,0,0
Anchorage Municipality,Alaska,109,0,0
Bethel Census Area,Alaska,1,0,0
Fairbanks North Star Borough,Alaska,73,0,0
Juneau City and Borough,Alaska,14,0,0
Kenai Peninsula Borough,Alaska,14,0,0
Ketchikan Gateway Borough,Alaska,14,0,0
Matanuska-Susitna Borough,Alaska,6,0,0
Petersburg Borough,Alaska,2,0,0
Southeast Fairbanks Census Area,Alaska,1,0,0
Yukon-Koyukuk Census Area,Alaska,1,0,0
Yuma,Arizona,5,0,0
Yavapai,Arizona,12,0,0
Santa Cruz,Arizona,2,0,0
Pinal,Arizona,51,0,0
Pima,Arizona,147,0,0
Navajo,Arizona,60,0,0
Mohave,Arizona,6,0,0
Maricopa,Arizona,546,0,0
La Paz,Arizona,2,0,0
Greenlee,Arizona,0,0,0
Graham,Arizona,2,0,0
Gila,Arizona,1,0,0
Coconino,Arizona,62,0,0
Cochise,Arizona,3,0,0
Apache,Arizona,13,0,0
Missing County Info,Arkansas,13,0,0
Howard,Arkansas,5,0,2
Pulaski,Arkansas,210,8,40
Lonoke,Arkansas,26,0,3
Prairie,Arkansas,2,0,1
Desha,Arkansas,5,0,0
Phillips,Arkansas,2,0,0
Searcy,Arkansas,6,0,1
Independence,Arkansas,5,0,4
Jackson,Arkansas,0,0,0
Mississippi,Arkansas,6,0,3
Greene,Arkansas,6,0,3
Clay,Arkansas,1,0,0
Randolph,Arkansas,7,0,4
Lawrence,Arkansas,9,1,0
Baxter,Arkansas,4,0,0
Marion,Arkansas,0,0,0
Perry,Arkansas,2,0,2
Jefferson,Arkansas,90,1,13
Washington,Arkansas,36,0,16
Crawford,Arkansas,3,0,1
Little River,Arkansas,0,0,0
Miller,Arkansas,19,0,2
Lafayette,Arkansas,2,0,1
Columbia,Arkansas,3,0,1
Union,Arkansas,15,0,4
Ashley,Arkansas,8,0,0
Chicot,Arkansas,4,0,0
Benton,Arkansas,47,0,23
Carroll,Arkansas,2,0,0
Madison,Arkansas,1,0,0
Sebastian,Arkansas,9,0,5
Polk,Arkansas,6,0,2
Sevier,Arkansas,6,0,4
Garland,Arkansas,61,0,17
Saline,Arkansas,31,1,6
Franklin,Arkansas,1,0,0
Scott,Arkansas,1,0,0
Logan,Arkansas,1,0,0
Yell,Arkansas,1,0,0
Montgomery,Arkansas,0,0,0
Pike,Arkansas,2,0,1
Hempstead,Arkansas,3,1,2
Drew,Arkansas,5,0,1
Bradley,Arkansas,6,0,0
Calhoun,Arkansas,0,0,0
Ouachita,Arkansas,5,0,2
Nevada,Arkansas,1,0,1
Clark,Arkansas,27,0,9
Dallas,Arkansas,1,0,1
Cleveland,Arkansas,8,0,3
Lincoln,Arkansas,10,0,3
Arkansas,Arkansas,2,0,1
Grant,Arkansas,7,0,4
Monroe,Arkansas,1,0,0
Lee,Arkansas,2,0,0
Hot Spring,Arkansas,8,0,0
St. Francis,Arkansas,31,0,1
Crittenden,Arkansas,74,2,8
Cross,Arkansas,6,0,2
Woodruff,Arkansas,1,0,0
White,Arkansas,27,0,10
Faulkner,Arkansas,55,1,21
Conway,Arkansas,4,1,1
Newton,Arkansas,1,0,1
Pope,Arkansas,23,0,2
Johnson,Arkansas,11,0,4
Van Buren,Arkansas,26,1,8
Cleburne,Arkansas,69,4,29
Poinsett,Arkansas,6,0,4
Craighead,Arkansas,28,0,9
Sharp,Arkansas,2,0,0
Izard,Arkansas,1,0,0
Fulton,Arkansas,0,0,0
Stone,Arkansas,7,0,2
Boone,Arkansas,3,0,0
Alameda,California,594,0,0
Alpine,California,1,0,0
Amador,California,2,0,0
Butte,California,11,0,0
Calaveras,California,5,0,0
Colusa,California,3,0,0
Contra Costa,California,481,0,0
Del Norte,California,2,0,0
El Dorado,California,25,0,0
Fresno,California,151,0,0
Glenn,California,2,0,0
Humboldt,California,40,0,0
Imperial,California,59,0,0
Inyo,California,11,0,0
Kern,California,198,0,0
Kings,California,5,0,0
Lake,California,1,0,0
Lassen,California,0,0,0
Los Angeles,California,7505,0,0
Madera,California,28,0,0
Marin,California,125,0,0
Mariposa,California,0,0,0
Mendocino,California,4,0,0
Merced,California,35,0,0
Modoc,California,0,0,0
Mono,California,19,0,0
Monterey,California,68,0,0
Napa,California,21,0,0
Nevada,California,21,0,0
Orange,California,1034,0,0
Placer,California,102,0,0
Plumas,California,3,0,0
Riverside,California,974,0,0
Sacramento,California,565,0,0
San Benito,California,31,0,0
San Bernardino,California,635,0,0
San Diego,California,1532,0,0
San Francisco,California,687,0,0
San Joaquin,California,211,0,0
San Luis Obispo,California,90,0,0
San Mateo,California,608,0,0
Santa Barbara,California,221,0,0
Santa Clara,California,1257,0,0
Santa Cruz,California,69,0,0
Shasta,California,18,0,0
Sierra,California,0,0,0
Siskiyou,California,4,0,0
Solano,California,111,0,0
Sonoma,California,107,0,0
Stanislaus,California,86,0,0
Sutter,California,17,0,0
Tehama,California,1,0,0
Trinity,California,0,0,0
Tulare,California,145,0,0
Tuolumne,California,0,0,0
Unassigned,California,55,0,0
Ventura,California,263,0,0
Yolo,California,56,0,0
Yuba,California,10,0,0
Alameda,California,560,0,0
Alpine,California,1,0,0
