County,State,Cases,Deaths,Recovered
Izard,Arkansas,0,0,0
Fulton,Arkansas,0,0,0
Stone,Arkansas,5,0,1
Boone,Arkansas,3,0,0
Andover,Connecticut,0,0,0
Griswold,Connecticut,1,0,0
Prospect,Connecticut,11,0,0
Ansonia,Connecticut,30,0,0
Groton,Connecticut,3,0,0
Putnam,Connecticut,0,0,0
Ashford,Connecticut,4,0,0
Guilford,Connecticut,9,0,0
Redding,Connecticut,20,0,0
Avon,Connecticut,11,0,0
Haddam,Connecticut,2,0,0
Ridgefield,Connecticut,88,0,0
Barkhamsted,Connecticut,1,0,0
Hamden,Connecticut,61,0,0
Rocky Hill,Connecticut,26,0,0
Beacon Falls,Connecticut,9,0,0
Hampton,Connecticut,0,0,0
Roxbury,Connecticut,3,0,0
Berlin,Connecticut,16,0,0
Hartford,Connecticut,125,0,0
Salem,Connecticut,0,0,0
Bethany,Connecticut,3,0,0
Hartland,Connecticut,0,0,0
Salisbury,Connecticut,3,0,0
Bethel,Connecticut,52,0,0
Harwinton,Connecticut,5,0,0
Scotland,Connecticut,0,0,0
Bethlehem,Connecticut,4,0,0
Hebron,Connecticut,4,0,0
Seymour,Connecticut,20,0,0
Bloomfield,Connecticut,25,0,0
Kent,Connecticut,5,0,0
Sharon,Connecticut,6,0,0
Bolton,Connecticut,4,0,0
Killingly,Connecticut,2,0,0
Shelton,Connecticut,78,0,0
Bozrah,Connecticut,1,0,0
Killingworth,Connecticut,1,0,0
Sherman,Connecticut,6,0,0
Branford,Connecticut,28,0,0
Lebanon,Connecticut,2,0,0
Simsbury,Connecticut,9,0,0
Bridgeport,Connecticut,145,0,0
Ledyard,Connecticut,2,0,0
Somers,Connecticut,7,0,0
Bridgewater,Connecticut,3,0,0
Lisbon,Connecticut,2,0,0
South Windsor,Connecticut,15,0,0
Bristol,Connecticut,24,0,0
Litchfield,Connecticut,6,0,0
Southbury,Connecticut,19,0,0
Brookfield,Connecticut,72,0,0
Lyme,Connecticut,1,0,0
Southington,Connecticut,33,0,0
Brooklyn,Connecticut,2,0,0
Madison,Connecticut,14,0,0
Sprague,Connecticut,0,0,0
Burlington,Connecticut,6,0,0
Manchester,Connecticut,51,0,0
Stafford,Connecticut,21,0,0
Canaan,Connecticut,0,0,0
Mansfield,Connecticut,2,0,0
Stamford,Connecticut,589,0,0
Canterbury,Connecticut,0,0,0
Marlborough,Connecticut,3,0,0
Sterling,Connecticut,0,0,0
Canton,Connecticut,2,0,0
Meriden,Connecticut,40,0,0
Stonington,Connecticut,3,0,0
Chaplin,Connecticut,0,0,0
Middlebury,Connecticut,10,0,0
Stratford,Connecticut,49,0,0
Cheshire,Connecticut,26,0,0
Middlefield,Connecticut,2,0,0
Suffield,Connecticut,19,0,0
Chester,Connecticut,2,0,0
Middletown,Connecticut,35,0,0
Thomaston,Connecticut,10,0,0
Clinton,Connecticut,7,0,0
Milford,Connecticut,56,0,0
Thompson,Connecticut,1,0,0
Colchester,Connecticut,4,0,0
Monroe,Connecticut,10,0,0
Tolland,Connecticut,10,0,0
Colebrook,Connecticut,0,0,0
Montville,Connecticut,2,0,0
Torrington,Connecticut,30,0,0
Columbia,Connecticut,2,0,0
Morris,Connecticut,3,0,0
Trumbull,Connecticut,29,0,0
Cornwall,Connecticut,1,0,0
Naugatuck,Connecticut,20,0,0
Union,Connecticut,0,0,0
Coventry,Connecticut,5,0,0
New Britain,Connecticut,48,0,0
Vernon,Connecticut,15,0,0
Cromwell,Connecticut,9,0,0
New Canaan,Connecticut,61,0,0
Voluntown,Connecticut,1,0,0
Danbury,Connecticut,402,0,0
New Fairfield,Connecticut,47,0,0
Wallingford,Connecticut,24,0,0
Darien,Connecticut,91,0,0
New Hartford,Connecticut,3,0,0
Warren,Connecticut,0,0,0
Deep River,Connecticut,4,0,0
New Haven,Connecticut,174,0,0
Washington,Connecticut,8,0,0
Derby,Connecticut,18,0,0
New London,Connecticut,6,0,0
Waterbury,Connecticut,160,0,0
Durham,Connecticut,4,0,0
New Milford,Connecticut,50,0,0
Waterford,Connecticut,1,0,0
East Granby,Connecticut,2,0,0
Newington,Connecticut,32,0,0
Watertown,Connecticut,14,0,0
East Haddam,Connecticut,5,0,0
Newtown,Connecticut,48,0,0
West Hartford,Connecticut,36,0,0
East Hampton,Connecticut,4,0,0
Norfolk,Connecticut,1,0,0
West Haven,Connecticut,62,0,0
East Hartford,Connecticut,34,0,0
North Branford,Connecticut,8,0,0
Westbrook,Connecticut,3,0,0
East Haven,Connecticut,31,0,0
North Canaan,Connecticut,1,0,0
Weston,Connecticut,32,0,0
East Lyme,Connecticut,3,0,0
North Haven,Connecticut,15,0,0
Westport,Connecticut,134,0,0
East Windsor,Connecticut,3,0,0
North Stonington,Connecticut,0,0,0
Wethersfield,Connecticut,25,0,0
Eastford,Connecticut,1,0,0
Norwalk,Connecticut,435,0,0
Willington,Connecticut,2,0,0
Easton,Connecticut,6,0,0
Norwich,Connecticut,3,0,0
Wilton,Connecticut,71,0,0
Ellington,Connecticut,7,0,0
Old Lyme,Connecticut,3,0,0
Winchester,Connecticut,3,0,0
Enfield,Connecticut,41,0,0
Old Saybrook,Connecticut,5,0,0
Windham,Connecticut,6,0,0
Essex,Connecticut,2,0,0
Orange,Connecticut,8,0,0
Windsor,Connecticut,37,0,0
Fairfield,Connecticut,62,0,0
Oxford,Connecticut,18,0,0
Windsor Locks,Connecticut,6,0,0
Farmington,Connecticut,20,0,0
Plainfield,Connecticut,1,0,0
Wolcott,Connecticut,11,0,0
Franklin,Connecticut,1,0,0
Plainville,Connecticut,11,0,0
Woodbridge,Connecticut,6,0,0
Glastonbury,Connecticut,18,0,0
Plymouth,Connecticut,3,0,0
Woodbury,Connecticut,9,0,0
Goshen,Connecticut,1,0,0
Pomfret,Connecticut,3,0,0
Woodstock,Connecticut,7,0,0
Granby,Connecticut,1,0,0
Portland,Connecticut,6,0,0
Greenwich,Connecticut,189,0,0
Preston,Connecticut,1,0,0
,Connecticut,11,0,0
New Castle,Delaware,279,9,0
Kent,Delaware,54,2,0
Pea Patch,Delaware,0,0,0
Sussex,Delaware,117,3,0
Reedy Island,Delaware,0,0,0
Gilchrist,Florida,0,0,0
Putnam,Florida,14,1,0
Taylor,Florida,0,0,0
Okaloosa,Florida,52,1,0
Calhoun,Florida,2,0,0
Palm Beach,Florida,781,29,0
St. Lucie,Florida,48,3,0
Pasco,Florida,74,2,0
Gadsden,Florida,3,0,0
Leon,Florida,35,0,0
Jefferson,Florida,0,0,0
Madison,Florida,2,0,0
Liberty,Florida,0,0,0
Hamilton,Florida,0,0,0
Bay,Florida,17,0,0
Columbia,Florida,4,0,0
Baker,Florida,11,0,0
Holmes,Florida,1,0,0
Martin,Florida,37,0,0
Hillsborough,Florida,440,5,0
Manatee,Florida,94,3,0
Clay,Florida,65,6,0
Hardee,Florida,1,0,0
Marion,Florida,34,0,0
Volusia,Florida,119,1,0
Dixie,Florida,0,0,0
Lake,Florida,85,2,0
Levy,Florida,2,0,0
Sumter,Florida,67,2,0
Seminole,Florida,160,0,0
Orange,Florida,589,6,0
Citrus,Florida,28,2,0
Hernando,Florida,36,0,0
Pinellas,Florida,289,7,0
Suwannee,Florida,10,0,0
Duval,Florida,306,9,0
Lafayette,Florida,0,0,0
Gulf,Florida,1,0,0
Union,Florida,1,0,0
Bradford,Florida,5,0,0
Wakulla,Florida,2,0,0
Brevard,Florida,51,0,0
Polk,Florida,115,2,0
Osceola,Florida,191,4,0
Highlands,Florida,25,2,0
Lee,Florida,289,11,0
Collier,Florida,189,2,0
Dade,Florida,3029,25,0
Monroe,Florida,38,1,0
Santa Rosa,Florida,47,2,0
Walton,Florida,19,0,0
Jackson,Florida,4,0,0
Washington,Florida,1,0,0
Nassau,Florida,18,0,0
Glades,Florida,3,1,0
Charlotte,Florida,42,1,0
Sarasota,Florida,118,7,0
Desoto,Florida,8,1,0
Flagler,Florida,27,1,0
Hendry,Florida,4,0,0
Indian River,Florida,44,0,0
Broward,Florida,1565,22,0
Escambia,Florida,112,0,0
Okeechobee,Florida,2,0,0
Franklin,Florida,1,0,0
Alachua,Florida,108,0,0
St. Johns,Florida,110,2,0
Unknown,Florida,10,0,0
Fulton,Georgia,882,23,0
Dougherty,Georgia,560,30,0
Dekalb,Georgia,448,8,0
Cobb,Georgia,381,18,0
Gwinnett,Georgia,329,8,0
Clayton,Georgia,195,6,0
Bartow,Georgia,154,3,0
Carroll,Georgia,143,2,0
Henry,Georgia,125,3,0
Lee,Georgia,115,8,0
Cherokee,Georgia,104,5,0
Hall,Georgia,79,0,0
Floyd,Georgia,77,2,0
Douglas,Georgia,71,4,0
Rockdale,Georgia,63,2,0
Forsyth,Georgia,60,1,0
Sumter,Georgia,59,3,0
Chatham,Georgia,58,3,0
Fayette,Georgia,58,4,0
Clarke,Georgia,57,8,0
Coweta,Georgia,53,2,0
Houston,Georgia,53,5,0
Richmond,Georgia,50,1,0
Terrell,Georgia,50,2,0
Early,Georgia,48,1,0
Mitchell,Georgia,43,1,0
Paulding,Georgia,42,0,0
Newton,Georgia,40,1,0
Colquitt,Georgia,34,2,0
Bibb,Georgia,32,1,0
Columbia,Georgia,32,0,0
Muscogee,Georgia,30,0,0
Tift,Georgia,30,0,0
Worth,Georgia,30,1,0
Lowndes,Georgia,28,1,0
Troup,Georgia,26,1,0
Crisp,Georgia,23,0,0
Glynn,Georgia,23,0,0
Spalding,Georgia,23,1,0
Barrow,Georgia,21,2,0
Gordon,Georgia,21,2,0
Oconee,Georgia,19,0,0
Thomas,Georgia,17,0,0
Polk,Georgia,16,0,0
Walton,Georgia,16,0,0
Ware,Georgia,16,2,0
Coffee,Georgia,15,0,0
Laurens,Georgia,15,0,0
Whitfield,Georgia,15,1,0
Pierce,Georgia,14,0,0
Dawson,Georgia,13,0,0
Bryan,Georgia,12,1,0
Decatur,Georgia,12,0,0
Dooly,Georgia,12,0,0
Jackson,Georgia,12,0,0
Turner,Georgia,12,0,0
Baldwin,Georgia,10,1,0
Calhoun,Georgia,10,1,0
Meriwether,Georgia,10,0,0
Butts,Georgia,9,0,0
Greene,Georgia,9,0,0
Peach,Georgia,9,1,0
Pickens,Georgia,9,1,0
Burke,Georgia,8,0,0
Fannin,Georgia,8,0,0
Randolph,Georgia,8,0,0
Clay,Georgia,7,0,0
Haralson,Georgia,7,0,0
Harris,Georgia,7,0,0
Liberty,Georgia,7,0,0
Lumpkin,Georgia,7,0,0
Murray,Georgia,7,0,0
Bacon,Georgia,6,0,0
Camden,Georgia,6,0,0
Catoosa,Georgia,6,0,0
Effingham,Georgia,6,0,0
Irwin,Georgia,6,0,0
Jones,Georgia,6,0,0
Lamar,Georgia,6,0,0
Monroe,Georgia,6,0,0
Pulaski,Georgia,6,0,0
Seminole,Georgia,6,0,0
Upson,Georgia,6,0,0
Washington,Georgia,6,0,0
Brooks,Georgia,5,0,0
Bulloch,Georgia,5,0,0
Dodge,Georgia,5,0,0
Franklin,Georgia,5,0,0
Lincoln,Georgia,5,0,0
Madison,Georgia,5,1,0
Mcduffie,Georgia,5,1,0
Miller,Georgia,5,0,0
Stephens,Georgia,5,0,0
Toombs,Georgia,5,1,0
Baker,Georgia,4,1,0
Schley,Georgia,4,0,0
Warren,Georgia,4,0,0
Appling,Georgia,3,0,0
Banks,Georgia,3,0,0
Ben Hill,Georgia,3,0,0
Berrien,Georgia,3,0,0
Chattooga,Georgia,3,0,0
Grady,Georgia,3,0,0
Hart,Georgia,3,0,0
Pike,Georgia,3,0,0
Tattnall,Georgia,3,0,0
Walker,Georgia,3,0,0
White,Georgia,3,0,0
Wilkes,Georgia,3,0,0
Chattahoochee,Georgia,2,0,0
Clinch,Georgia,2,0,0
Habersham,Georgia,2,0,0
Heard,Georgia,2,1,0
Jasper,Georgia,2,0,0
Jefferson,Georgia,2,0,0
Jenkins,Georgia,2,0,0
Macon,Georgia,2,0,0
Mcintosh,Georgia,2,0,0
Morgan,Georgia,2,0,0
Putnam,Georgia,2,0,0
Rabun,Georgia,2,0,0
Screven,Georgia,2,0,0
Talbot,Georgia,2,0,0
Taylor,Georgia,2,0,0
Telfair,Georgia,2,0,0
Twiggs,Georgia,2,0,0
Wilcox,Georgia,2,0,0
Bleckley,Georgia,1,0,0
Candler,Georgia,1,0,0
Charlton,Georgia,1,0,0
Cook,Georgia,1,0,0
Dade,Georgia,1,1,0
Elbert,Georgia,1,0,0
Emanuel,Georgia,1,0,0
Gilmer,Georgia,1,0,0
Johnson,Georgia,1,0,0
Lanier,Georgia,1,0,0
Long,Georgia,1,0,0
Marion,Georgia,1,0,0
Oglethorpe,Georgia,1,1,0
Quitman,Georgia,1,0,0
Stewart,Georgia,1,0,0
Towns,Georgia,1,0,0
Union,Georgia,1,0,0
Webster,Georgia,1,0,0
Wheeler,Georgia,1,0,0
Wilkinson,Georgia,1,0,0
Unknown,Georgia,507,4,0
Chicago,Illinois,3815,57,0
Suburban Cook,Illinois,0,0,0
Adams,Illinois,2,0,0
Alexander,Illinois,0,0,0
Bond,Illinois,3,0,0
Boone,Illinois,0,0,0
Brown,Illinois,0,0,0
Bureau,Illinois,2,0,0
Calhoun,Illinois,0,0,0
Carroll,Illinois,4,1,0
Cass,Illinois,0,0,0
Champaign,Illinois,51,0,0
Christian,Illinois,17,2,0
Clark,Illinois,2,0,0
Clay,Illinois,0,0,0
Clinton,Illinois,8,0,0
Coles,Illinois,0,0,0
Cook,Illinois,2296,84,0
Crawford,Illinois,1,0,0
Cumberland,Illinois,1,0,0
DeKalb,Illinois,16,0,0
De Witt,Illinois,1,0,0
Douglas,Illinois,9,0,0
DuPage,Illinois,500,16,0
Edgar,Illinois,0,0,0
Edwards,Illinois,0,0,0
Effingham,Illinois,1,0,0
Fayette,Illinois,2,0,0
Ford,Illinois,1,0,0
Franklin,Illinois,1,0,0
Fulton,Illinois,0,0,0
Gallatin,Illinois,0,0,0
Greene,Illinois,0,0,0
Grundy,Illinois,7,0,0
Hamilton,Illinois,0,0,0
Hancock,Illinois,0,0,0
Hardin,Illinois,0,0,0
Henderson,Illinois,0,0,0
Henry,Illinois,7,0,0
Iroquois,Illinois,4,0,0
Jackson,Illinois,8,0,0
Jasper,Illinois,0,0,0
Jefferson,Illinois,0,0,0
Jersey,Illinois,1,0,0
Jo Daviess,Illinois,4,0,0
Johnson,Illinois,0,0,0
Kane,Illinois,176,9,0
Kankakee,Illinois,58,2,0
Kendall,Illinois,37,2,0
Knox,Illinois,1,0,0
Lake,Illinois,608,13,0
LaSalle,Illinois,6,1,0
Lawrence,Illinois,0,0,0
Lee,Illinois,0,0,0
Livingston,Illinois,6,0,0
Logan,Illinois,1,0,0
McDonough,Illinois,0,0,0
McHenry,Illinois,102,3,0
McLean,Illinois,35,2,0
Macon,Illinois,2,0,0
Macoupin,Illinois,1,0,0
Madison,Illinois,31,0,0
Marion,Illinois,3,0,0
Marshall,Illinois,1,0,0
Mason,Illinois,0,0,0
Massac,Illinois,1,0,0
Menard,Illinois,1,0,0
Mercer,Illinois,1,0,0
Monroe,Illinois,8,0,0
Montgomery,Illinois,2,0,0
Morgan,Illinois,5,1,0
Moultrie,Illinois,1,0,0
Ogle,Illinois,1,0,0
Peoria,Illinois,11,0,0
Perry,Illinois,0,0,0
Piatt,Illinois,1,0,0
Pike,Illinois,0,0,0
Pope,Illinois,0,0,0
Pulaski,Illinois,0,0,0
Putnam,Illinois,0,0,0
Randolph,Illinois,12,0,0
Richland,Illinois,0,0,0
Rock Island,Illinois,24,0,0
St. Clair,Illinois,57,2,0
Saline,Illinois,1,0,0
Sangamon,Illinois,20,2,0
Schuyler,Illinois,0,0,0
Scott,Illinois,0,0,0
Shelby,Illinois,0,0,0
Stark,Illinois,0,0,0
Stephenson,Illinois,3,0,0
Tazewell,Illinois,7,0,0
Union,Illinois,0,0,0
Vermilion,Illinois,2,0,0
Wabash,Illinois,0,0,0
Warren,Illinois,0,0,0
Washington,Illinois,1,0,0
Wayne,Illinois,0,0,0
White,Illinois,0,0,0
Whiteside,Illinois,9,1,0
Will,Illinois,455,10,0
Williamson,Illinois,2,0,0
Winnebago,Illinois,28,1,0
Woodford,Illinois,4,0,0
DeKalb,Indiana,3,0,0
Boone,Indiana,38,0,0
Tippecanoe,Indiana,26,1,0
Johnson,Indiana,136,4,0
Elkhart,Indiana,29,3,0
Adams,Indiana,1,0,0
Noble,Indiana,5,0,0
Madison,Indiana,67,7,0
St Joseph,Indiana,72,1,0
Jackson,Indiana,25,0,0
Vander.,Indiana,33,0,0
Grant,Indiana,12,0,0
Porter,Indiana,45,0,0
Marion,Indiana,1429,33,0
Hamilton,Indiana,220,4,0
Lake,Indiana,244,7,0
Morgan,Indiana,52,1,0
Hendricks,Indiana,138,1,0
LaPorte,Indiana,17,1,0
Floyd,Indiana,37,0,0
Shelby,Indiana,26,0,0
Allen,Indiana,58,2,0
Tipton,Indiana,5,0,0
Rush,Indiana,8,1,0
Orange,Indiana,5,0,0
Crawford,Indiana,3,0,0
Owen,Indiana,13,0,0
Fountain,Indiana,2,1,0
Decatur,Indiana,70,4,0
Fulton,Indiana,1,0,0
LaGrange,Indiana,4,0,0
Knox,Indiana,4,0,0
Monroe,Indiana,40,0,0
Cass,Indiana,2,0,0
Randolph,Indiana,4,1,0
Martin,Indiana,0,0,0
Washington,Indiana,14,0,0
Parke,Indiana,1,0,0
Kosciusko,Indiana,8,0,0
Wayne,Indiana,6,0,0
Montgomery,Indiana,12,0,0
Hancock,Indiana,41,2,0
Vigo,Indiana,9,2,0
Jefferson,Indiana,5,0,0
Huntington,Indiana,3,1,0
Harrison,Indiana,23,1,0
Wabash,Indiana,1,0,0
Delaware,Indiana,30,1,0
Posey,Indiana,5,0,0
Spencer,Indiana,1,0,0
Ohio,Indiana,1,0,0
Carroll,Indiana,2,0,0
Warren,Indiana,2,1,0
Franklin,Indiana,48,6,0
Pulaski,Indiana,0,0,0
Jay,Indiana,2,0,0
Wells,Indiana,2,0,0
Marshall,Indiana,4,0,0
Sullivan,Indiana,3,0,0
Brown,Indiana,3,0,0
Ripley,Indiana,47,1,0
Henry,Indiana,7,0,0
Howard,Indiana,25,2,0
Whitley,Indiana,4,0,0
Dearborn,Indiana,25,1,0
Blackford,Indiana,1,0,0
Scott,Indiana,6,1,0
Bartholomew,Indiana,23,0,0
Jasper,Indiana,13,1,0
Union,Indiana,0,0,0
Verm.,Indiana,2,0,0
Benton,Indiana,0,0,0
Clay,Indiana,2,0,0
Lawrence,Indiana,22,4,0
Clark,Indiana,55,2,0
Miami,Indiana,5,0,0
Fayette,Indiana,13,3,0
Newton,Indiana,1,0,0
Perry,Indiana,0,0,0
Putnam,Indiana,13,1,0
Starke,Indiana,2,0,0
Greene,Indiana,9,0,0
Pike,Indiana,0,0,0
Warrick,Indiana,10,0,0
Daviess,Indiana,0,0,0
Dubois,Indiana,3,0,0
Clinton,Indiana,3,0,0
White,Indiana,3,0,0
Switzerland,Indiana,6,0,0
Steuben,Indiana,2,0,0
Gibson,Indiana,4,0,0
Jennings,Indiana,31,0,0
Lyon,Iowa,1,0,0
Osceola,Iowa,0,0,0
Dickinson,Iowa,1,0,0
Emmet,Iowa,0,0,0
Allamakee,Iowa,16,1,0
Kossuth,Iowa,1,0,0
Winneshiek,Iowa,4,0,0
Howard,Iowa,0,0,0
Winnebago,Iowa,0,0,0
Mitchell,Iowa,2,0,0
Worth,Iowa,0,0,0
Sioux,Iowa,5,0,0
Obrien,Iowa,3,0,0
Clay,Iowa,2,0,0
Palo Alto,Iowa,0,0,0
Hancock,Iowa,3,0,0
Cerro Gordo,Iowa,10,0,0
Chickasaw,Iowa,0,0,0
Floyd,Iowa,0,0,0
Clayton,Iowa,3,0,0
Fayette,Iowa,3,0,0
Plymouth,Iowa,1,0,0
Cherokee,Iowa,0,0,0
Buena Vista,Iowa,0,0,0
Pocahontas,Iowa,0,0,0
Humboldt,Iowa,0,0,0
Wright,Iowa,1,0,0
Bremer,Iowa,1,0,0
Franklin,Iowa,0,0,0
Butler,Iowa,1,0,0
Dubuque,Iowa,23,1,0
Delaware,Iowa,0,0,0
Webster,Iowa,1,0,0
Buchanan,Iowa,3,0,0
Black Hawk,Iowa,8,0,0
Woodbury,Iowa,8,0,0
Ida,Iowa,0,0,0
Sac,Iowa,0,0,0
Calhoun,Iowa,0,0,0
Hamilton,Iowa,0,0,0
Hardin,Iowa,1,0,0
Grundy,Iowa,0,0,0
Jackson,Iowa,2,0,0
Jones,Iowa,5,0,0
Linn,Iowa,118,4,0
Benton,Iowa,7,0,0
Tama,Iowa,22,0,0
Monona,Iowa,6,0,0
Crawford,Iowa,4,0,0
Carroll,Iowa,1,0,0
Greene,Iowa,0,0,0
Boone,Iowa,2,0,0
Story,Iowa,5,0,0
Marshall,Iowa,10,0,0
Clinton,Iowa,15,0,0
Cedar,Iowa,11,0,0
Harrison,Iowa,10,0,0
Shelby,Iowa,5,0,0
Audubon,Iowa,1,0,0
Guthrie,Iowa,1,0,0
Johnson,Iowa,83,0,0
Dallas,Iowa,33,0,0
Iowa,Iowa,5,0,0
Polk,Iowa,100,1,0
Poweshiek,Iowa,6,1,0
Jasper,Iowa,8,0,0
Scott,Iowa,31,0,0
Muscatine,Iowa,22,1,0
Pottawattamie,Iowa,6,0,0
Cass,Iowa,0,0,0
Washington,Iowa,43,2,0
Adair,Iowa,1,0,0
Keokuk,Iowa,1,0,0
Warren,Iowa,8,0,0
Madison,Iowa,1,0,0
Mahaska,Iowa,3,0,0
Marion,Iowa,0,0,0
Louisa,Iowa,1,0,0
Mills,Iowa,0,0,0
Montgomery,Iowa,1,0,0
Adams,Iowa,0,0,0
Henry,Iowa,6,0,0
Jefferson,Iowa,2,0,0
Union,Iowa,0,0,0
Wapello,Iowa,1,0,0
Clarke,Iowa,0,0,0
Lucas,Iowa,0,0,0
Monroe,Iowa,0,0,0
Des Moines,Iowa,1,0,0
Fremont,Iowa,0,0,0
Page,Iowa,2,0,0
Taylor,Iowa,1,0,0
Ringgold,Iowa,0,0,0
Van Buren,Iowa,5,0,0
Davis,Iowa,0,0,0
Decatur,Iowa,0,0,0
Wayne,Iowa,0,0,0
Appanoose,Iowa,1,0,0
Lee,Iowa,0,0,0
Acadia,Louisiana,72,1,0
Allen,Louisiana,34,3,0
Ascension,Louisiana,222,7,0
Assumption,Louisiana,33,0,0
Avoyelles,Louisiana,37,1,0
Beauregard,Louisiana,13,0,0
Bienville,Louisiana,9,1,0
Bossier,Louisiana,95,2,0
Caddo,Louisiana,377,10,0
Calcasieu,Louisiana,119,1,0
Caldwell,Louisiana,1,0,0
Cameron,Louisiana,0,0,0
Catahoula,Louisiana,6,1,0
Claiborne,Louisiana,18,2,0
Concordia,Louisiana,10,1,0
