County,State,Cases,Deaths,Recovered
Autauga,Alabama,6,0,0
Baldwin,Alabama,5,0,0
Barbour,Alabama,0,0,0
Bibb,Alabama,0,0,0
Blount,Alabama,5,0,0
Bullock,Alabama,2,0,0
Butler,Alabama,1,0,0
Calhoun,Alabama,3,0,0
Chambers,Alabama,15,0,0
Cherokee,Alabama,1,0,0
Chilton,Alabama,7,0,0
Choctaw,Alabama,1,0,0
Clarke,Alabama,0,0,0
Clay,Alabama,1,0,0
Cleburne,Alabama,3,0,0
Coffee,Alabama,0,0,0
Colbert,Alabama,1,0,0
Conecuh,Alabama,0,0,0
Coosa,Alabama,2,0,0
Covington,Alabama,2,0,0
Crenshaw,Alabama,1,0,0
Cullman,Alabama,7,0,0
Dale,Alabama,0,0,0
Dallas,Alabama,2,0,0
DeKalb,Alabama,4,0,0
Elmore,Alabama,12,0,0
Escambia,Alabama,1,0,0
Etowah,Alabama,5,0,0
Fayette,Alabama,0,0,0
Franklin,Alabama,3,0,0
Geneva,Alabama,0,0,0
Greene,Alabama,1,0,0
Hale,Alabama,0,0,0
Henry,Alabama,0,0,0
Houston,Alabama,4,0,0
Jackson,Alabama,5,1,0
Jefferson,Alabama,179,0,0
Lamar,Alabama,1,0,0
Lauderdale,Alabama,11,1,0
Lawrence,Alabama,3,0,0
Lee,Alabama,53,0,0
Limestone,Alabama,16,0,0
Lowndes,Alabama,1,0,0
Macon,Alabama,0,0,0
Madison,Alabama,61,1,0
Marengo,Alabama,2,0,0
Marion,Alabama,7,0,0
Marshall,Alabama,4,0,0
Mobile,Alabama,23,0,0
Monroe,Alabama,0,0,0
Montgomery,Alabama,18,0,0
Morgan,Alabama,13,0,0
Perry,Alabama,0,0,0
Pickens,Alabama,1,0,0
Pike,Alabama,4,0,0
Randolph,Alabama,1,0,0
Russell,Alabama,1,0,0
St. Clair,Alabama,9,0,0
Shelby,Alabama,70,0,0
Sumter,Alabama,0,0,0
Talladega,Alabama,4,0,0
Tallapoosa,Alabama,5,0,0
Tuscaloosa,Alabama,22,0,0
Walker,Alabama,24,0,0
Washington,Alabama,2,0,0
Wilcox,Alabama,2,0,0
Winston,Alabama,2,0,0
Municipality of Anchorage,Alaska,43,0,0
Anchorage (including JBER),Alaska,39,0,0
Eagle River/ Chugiak,Alaska,3,0,0
​ Girdwood,Alaska,1,0,0
Gulf Coast,Alaska,5,0,0
Homer,Alaska,1,0,0
Seward,Alaska,1,0,0
Sterling,Alaska,2,0,0
Soldotna,Alaska,1,0,0
Interior,Alaska,19,0,0
Fairbanks,Alaska,13,0,0
North Pole,Alaska,6,0,0
Mat-Su,Alaska,2,0,0
Palmer,Alaska,2,0,0
Northern,Alaska,0,0,0
Southeast,Alaska,16,0,0
Juneau,Alaska,4,0,0
Ketchikan,Alaska,12,0,0
Southwest,Alaska,0,0,0
Missing County Info,Arkansas,9,0,0
Howard,Arkansas,3,0,0
Pulaski,Arkansas,89,1,2
Lonoke,Arkansas,4,0,0
Prairie,Arkansas,0,0,0
Desha,Arkansas,2,0,0
Phillips,Arkansas,0,0,0
Searcy,Arkansas,4,0,0
Independence,Arkansas,3,0,0
Jackson,Arkansas,0,0,0
Mississippi,Arkansas,0,0,0
Greene,Arkansas,3,0,1
Clay,Arkansas,0,0,0
Randolph,Arkansas,2,0,0
Lawrence,Arkansas,1,0,0
Baxter,Arkansas,1,0,0
Marion,Arkansas,0,0,0
Perry,Arkansas,0,0,0
Jefferson,Arkansas,23,0,1
Washington,Arkansas,13,0,3
Crawford,Arkansas,1,0,0
Little River,Arkansas,0,0,0
Miller,Arkansas,0,0,0
Lafayette,Arkansas,0,0,0
